last_seen,bike_id
2025-12-11T11:01:12.813062,bike_75737
2025-12-11T11:01:13.711252,bike_68821
2025-12-07T17:01:06.274718,bike_56840
2025-12-11T11:01:11.630838,bike_70342
2025-12-11T11:01:09.113081,bike_81213
2025-12-11T11:01:10.064173,bike_75545
2025-12-11T11:01:06.371539,bike_74700
2025-12-11T11:01:11.864148,bike_78807
2025-12-11T11:01:07.452545,bike_68899
2025-12-11T11:01:06.752940,bike_56543
2025-12-05T17:01:09.153422,bike_60988
2025-12-11T11:01:14.910365,bike_22167
2025-12-11T11:01:06.292408,bike_11468
2025-12-11T11:01:09.984189,bike_79100
2025-12-11T11:01:14.264210,bike_67279
2025-12-10T05:01:10.831753,bike_70807
2025-12-11T11:01:11.984168,bike_77964
2025-12-11T11:01:06.993202,bike_18332
2025-12-11T11:01:07.550569,bike_56387
2025-12-11T11:01:13.489436,bike_63589
2025-12-11T11:01:12.324227,bike_42536
2025-12-11T11:01:07.970124,bike_78979
2025-12-04T17:01:11.991076,bike_79152
2025-12-11T11:01:16.551432,bike_52792
2025-12-11T11:01:07.365428,bike_74817
2025-12-03T17:01:07.957273,bike_20816
2025-12-11T11:01:09.512821,bike_08307
2025-12-11T11:01:17.031243,bike_43135
2025-12-11T11:01:09.904211,bike_53428
2025-12-11T05:01:03.781889,bike_75469
2025-12-06T17:01:12.213406,bike_69069
2025-12-01T17:01:12.624463,bike_80464
2025-12-11T11:01:05.968570,bike_75086
2025-12-11T11:01:16.524444,bike_70585
2025-12-11T11:01:14.531107,bike_80867
2025-12-11T11:01:14.910416,bike_51793
2025-12-11T11:01:07.672423,bike_80956
2025-12-11T11:01:13.489468,bike_78610
2025-12-11T11:01:09.090381,bike_43498
2025-12-11T05:01:05.671341,bike_47507
2025-12-11T11:01:13.364614,bike_72397
2025-12-11T11:01:15.451928,bike_53171
2025-12-11T11:01:12.164194,bike_89657
2025-12-11T11:01:14.844160,bike_62333
2025-12-11T11:01:13.364585,bike_16467
2025-12-11T11:01:15.593331,bike_88991
2025-12-11T11:01:05.984189,bike_44069
2025-12-03T17:01:13.413464,bike_63110
2025-12-11T11:01:08.491065,bike_76024
2025-12-01T17:01:06.578399,bike_67989
2025-12-11T11:01:10.844160,bike_68901
2025-12-11T11:01:08.504212,bike_08565
2025-12-11T11:01:07.872934,bike_76499
2025-12-11T11:01:06.152917,bike_47862
2025-12-05T11:01:08.660973,bike_78545
2025-12-11T11:01:09.870799,bike_74344
2025-12-11T11:01:16.170753,bike_25592
2025-12-11T11:01:06.513967,bike_23204
2025-12-11T11:01:16.211545,bike_46734
2025-12-02T17:01:05.743092,bike_21057
2025-12-04T05:01:11.518856,bike_50509
2025-12-11T11:01:08.953394,bike_17733
2025-12-11T11:01:11.473206,bike_71143
2025-12-11T11:01:13.584211,bike_11175
2025-12-11T11:01:08.970766,bike_43538
2025-12-11T11:01:12.724205,bike_72210
2025-12-11T11:01:07.432970,bike_61265
2025-12-06T05:01:11.564801,bike_88122
2025-12-11T11:01:16.272691,bike_52960
2025-12-11T11:01:06.584141,bike_71241
2025-12-11T11:01:10.252942,bike_22645
2025-12-11T11:01:07.604236,bike_62002
2025-12-11T11:01:09.264184,bike_17913
2025-12-11T11:01:06.184148,bike_00883
2025-12-11T11:01:10.104209,bike_11136
2025-12-11T11:01:14.813138,bike_47215
2025-12-11T11:01:11.424145,bike_43173
2025-12-11T11:01:14.744168,bike_76442
2025-12-11T11:01:13.604196,bike_19407
2025-12-11T05:01:10.281921,bike_76530
2025-12-11T11:01:13.480041,bike_22190
2025-12-11T11:01:16.964246,bike_79016
2025-12-11T11:01:12.164202,bike_89164
2025-12-11T11:01:08.830037,bike_80440
2025-12-04T23:01:13.831768,bike_71826
2025-12-11T11:01:10.571919,bike_79125
2025-12-11T11:01:07.292150,bike_60558
2025-12-11T11:01:16.713075,bike_06726
2025-12-11T11:01:16.411262,bike_19749
2025-12-11T11:01:15.114001,bike_74382
2025-12-11T11:01:09.892531,bike_20695
2025-12-11T11:01:11.213425,bike_88502
2025-12-11T11:01:10.294085,bike_42623
2025-12-11T05:01:02.974848,bike_77218
2025-12-09T05:01:05.906422,bike_85525
2025-12-11T11:01:11.073405,bike_72382
2025-12-11T11:01:16.630940,bike_20392
2025-12-11T11:01:11.290454,bike_36780
2025-12-11T11:01:05.924237,bike_52826
2025-12-11T11:01:10.064152,bike_45247
2025-12-11T11:01:12.873255,bike_56397
2025-12-11T11:01:09.912939,bike_47457
2025-12-11T11:01:07.564082,bike_77613
2025-11-29T23:01:10.042765,bike_43054
2025-12-11T11:01:11.604210,bike_75412
2025-12-11T11:01:14.224196,bike_73691
2025-12-11T05:01:08.221982,bike_89878
2025-12-11T11:01:13.521075,bike_69609
2025-12-11T11:01:07.411154,bike_10474
2025-12-11T11:01:12.413433,bike_11053
2025-12-11T11:01:06.477025,bike_76273
2025-12-11T11:01:15.570441,bike_67438
2025-12-11T11:01:13.511667,bike_12494
2025-12-11T11:01:10.900184,bike_44409
2025-12-11T11:01:07.753781,bike_47104
2025-12-11T11:01:08.273225,bike_52683
2025-12-11T11:01:07.792825,bike_62414
2025-12-11T11:01:11.384198,bike_20241
2025-12-11T11:01:13.671254,bike_58793
2025-12-10T17:01:07.640837,bike_82794
2025-12-11T11:01:14.632761,bike_00758
